sentence_index,chapter_number,sentence
1749,6,"""Sometimes in the course of gay parties women used to rub champagne into his hair; for himself he formed the habit of letting liquor alone."""
1750,6,"""And it was from Cody that he inherited money\u2014a legacy of twenty-five thousand dollars."""
1751,6,"""He didn\u2019t get it."""
1752,6,"""He never understood the legal device that was used against him, but what remained of the millions went intact to Ella Kaye."""
1753,6,"""He was left with his singularly appropriate education; the vague contour of Jay Gatsby had filled out to the substantiality of a man."""
1754,6,"""------------------------------------------------------------------------"""
1755,6,"""He told me all this very much later, but I\u2019ve put it down here with the idea of exploding those first wild rumours about his antecedents, which weren\u2019t even faintly true."""
1756,6,"""Moreover he told it to me at a time of confusion, when I had reached the point of believing everything and nothing about him."""
1757,6,"""So I take advantage of this short halt, while Gatsby, so to speak, caught his breath, to clear this set of misconceptions away."""
1758,6,"""It was a halt, too, in my association with his affairs."""
1759,6,"""For several weeks I didn\u2019t see him or hear his voice on the phone\u2014mostly I was in New York, trotting around with Jordan and trying to ingratiate myself with her senile aunt\u2014but finally I went over to his house one Sunday afternoon."""
1760,6,"""I hadn\u2019t been there two minutes when somebody brought Tom Buchanan in for a drink."""
1761,6,"""I was startled, naturally, but the really surprising thing was that it hadn\u2019t happened before."""
1762,6,"""They were a party of three on horseback\u2014Tom and a man named Sloane and a pretty woman in a brown riding-habit, who had been there previously."""
1763,6,"""\u201cI\u2019m delighted to see you,\u201d said Gatsby, standing on his porch."""
1764,6,"""\u201cI\u2019m delighted that you dropped in.\u201d"""
1765,6,"""As though they cared!"""
1766,6,"""\u201cSit right down."""
1767,6,"""Have a cigarette or a cigar.\u201d"""
1768,6,"""He walked around the room quickly, ringing bells."""
1769,6,"""\u201cI\u2019ll have something to drink for you in just a minute.\u201d"""
1770,6,"""He was profoundly affected by the fact that Tom was there."""
1771,6,"""But he would be uneasy anyhow until he had given them something, realizing in a vague way that that was all they came for."""
1772,6,"""Mr. Sloane wanted nothing."""
1773,6,"""A lemonade?"""
1774,6,"""No, thanks."""
1775,6,"""A little champagne?"""
1776,6,"""Nothing at all, thanks \u2026 I\u2019m sorry\u2014 \u201cDid you have a nice ride?\u201d"""
1777,6,"""\u201cVery good roads around here.\u201d"""
1778,6,"""\u201cI suppose the automobiles\u2014\u201d \u201cYeah.\u201d"""
1779,6,"""Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger."""
1780,6,"""\u201cI believe we\u2019ve met somewhere before, Mr. Buchanan.\u201d"""
1781,6,"""\u201cOh, yes,\u201d said Tom, gruffly polite, but obviously not remembering."""
1782,6,"""\u201cSo we did."""
1783,6,"""I remember very well.\u201d"""
1784,6,"""\u201cAbout two weeks ago.\u201d"""
1785,6,"""\u201cThat\u2019s right."""
1786,6,"""You were with Nick here.\u201d"""
1787,6,"""\u201cI know your wife,\u201d continued Gatsby, almost aggressively."""
1788,6,"""\u201cThat so?\u201d"""
1789,6,"""Tom turned to me."""
1790,6,"""\u201cYou live near here, Nick?\u201d"""
1791,6,"""\u201cNext door.\u201d"""
1792,6,"""\u201cThat so?\u201d"""
1793,6,"""Mr. Sloane didn\u2019t enter into the conversation, but lounged back haughtily in his chair; the woman said nothing either\u2014until unexpectedly, after two highballs, she became cordial."""
1794,6,"""\u201cWe\u2019ll all come over to your next party, Mr. Gatsby,\u201d she suggested."""
1795,6,"""\u201cWhat do you say?\u201d"""
1796,6,"""\u201cCertainly; I\u2019d be delighted to have you.\u201d"""
1797,6,"""\u201cBe ver\u2019 nice,\u201d said Mr. Sloane, without gratitude."""
1798,6,"""\u201cWell\u2014think ought to be starting home.\u201d"""
1799,6,"""\u201cPlease don\u2019t hurry,\u201d Gatsby urged them."""
1800,6,"""He had control of himself now, and he wanted to see more of Tom."""
1801,6,"""\u201cWhy don\u2019t you\u2014why don\u2019t you stay for supper?"""
1802,6,"""I wouldn\u2019t be surprised if some other people dropped in from New York.\u201d"""
1803,6,"""\u201cYou come to supper with me,\u201d said the lady enthusiastically."""
1804,6,"""\u201cBoth of you.\u201d"""
1805,6,"""This included me."""
1806,6,"""Mr. Sloane got to his feet."""
1807,6,"""\u201cCome along,\u201d he said\u2014but to her only."""
1808,6,"""\u201cI mean it,\u201d she insisted."""
1809,6,"""\u201cI\u2019d love to have you."""
1810,6,"""Lots of room.\u201d"""
1811,6,"""Gatsby looked at me questioningly."""
1812,6,"""He wanted to go and he didn\u2019t see that Mr. Sloane had determined he shouldn\u2019t."""
1813,6,"""\u201cI\u2019m afraid I won\u2019t be able to,\u201d I said."""
1814,6,"""\u201cWell, you come,\u201d she urged, concentrating on Gatsby."""
1815,6,"""Mr. Sloane murmured something close to her ear."""
1816,6,"""\u201cWe won\u2019t be late if we start now,\u201d she insisted aloud."""
1817,6,"""\u201cI haven\u2019t got a horse,\u201d said Gatsby."""
1818,6,"""\u201cI used to ride in the army, but I\u2019ve never bought a horse."""
1819,6,"""I\u2019ll have to follow you in my car."""
1820,6,"""Excuse me for just a minute.\u201d"""
1821,6,"""The rest of us walked out on the porch, where Sloane and the lady began an impassioned conversation aside."""
1822,6,"""\u201cMy God, I believe the man\u2019s coming,\u201d said Tom."""
1823,6,"""\u201cDoesn\u2019t he know she doesn\u2019t want him?\u201d"""
1824,6,"""\u201cShe says she does want him.\u201d"""
1825,6,"""\u201cShe has a big dinner party and he won\u2019t know a soul there.\u201d"""
1826,6,"""He frowned."""
1827,6,"""\u201cI wonder where in the devil he met Daisy."""
1828,6,"""By God, I may be old-fashioned in my ideas, but women run around too much these days to suit me."""
1829,6,"""They meet all kinds of crazy fish.\u201d"""
1830,6,"""Suddenly Mr. Sloane and the lady walked down the steps and mounted their horses."""
1831,6,"""\u201cCome on,\u201d said Mr. Sloane to Tom, \u201cwe\u2019re late."""
1832,6,"""We\u2019ve got to go.\u201d  """
1833,6,"""And then to me: \u201cTell him we couldn\u2019t wait, will you?\u201d"""
1834,6,"""Tom and I shook hands, the rest of us exchanged a cool nod, and they trotted quickly down the drive, disappearing under the August foliage just as Gatsby, with hat and light overcoat in hand, came out the front door."""
1835,6,"""Tom was evidently perturbed at Daisy\u2019s running around alone, for on the following Saturday night he came with her to Gatsby\u2019s party."""
1836,6,"""Perhaps his presence gave the evening its peculiar quality of oppressiveness\u2014it stands out in my memory from Gatsby\u2019s other parties that summer."""
1837,6,"""There were the same people, or at least the same sort of people, the same profusion of champagne, the same many-coloured, many-keyed commotion, but I felt an unpleasantness in the air, a pervading harshness that hadn\u2019t been there before."""
1838,6,"""Or perhaps I had merely grown used to it, grown to accept West Egg as a world complete in itself, with its own standards and its own great figures, second to nothing because it had no consciousness of being so, and now I was looking at it again, through Daisy\u2019s eyes."""
1839,6,"""It is invariably saddening to look through new eyes at things upon which you have expended your own powers of adjustment."""
1840,6,"""They arrived at twilight, and, as we strolled out among the sparkling hundreds, Daisy\u2019s voice was playing murmurous tricks in her throat."""
1841,6,"""\u201cThese things excite me so,\u201d she whispered."""
1842,6,"""\u201cIf you want to kiss me any time during the evening, Nick, just let me know"""
1843,6,"""and I\u2019ll be glad to arrange it for you."""
1844,6,"""Just mention my name."""
1845,6,"""Or present a green card."""
1846,6,"""I\u2019m giving out green\u2014\u201d \u201cLook around,\u201d suggested Gatsby."""
1847,6,"""\u201cI\u2019m looking around."""
1848,6,"""I\u2019m having a marvellous\u2014\u201d \u201cYou must see the faces of many people you\u2019ve heard about.\u201d"""
1849,6,"""Tom\u2019s arrogant eyes roamed the crowd."""
1850,6,"""\u201cWe don\u2019t go around very much,\u201d he said; \u201cin fact, I was just thinking I don\u2019t know a soul here.\u201d"""
1851,6,"""\u201cPerhaps you know that lady.\u201d"""
1852,6,"""Gatsby indicated a gorgeous, scarcely human orchid of a woman who sat in state under a white-plum tree."""
1853,6,"""Tom and Daisy stared, with that peculiarly unreal feeling that accompanies the recognition of a hitherto ghostly celebrity of the movies."""
1854,6,"""\u201cShe\u2019s lovely,\u201d said Daisy."""
1855,6,"""\u201cThe man bending over her is her director.\u201d"""
1856,6,"""He took them ceremoniously from group to group: \u201cMrs. Buchanan \u2026 and Mr. Buchanan\u2014\u201d After an instant\u2019s hesitation he added: \u201cthe polo player.\u201d"""
1857,6,"""\u201cOh no,\u201d objected Tom quickly, \u201cnot me.\u201d"""
1858,6,"""But evidently the sound of it pleased Gatsby for Tom remained \u201cthe polo player\u201d for the rest of the evening."""
1859,6,"""\u201cI\u2019ve never met so many celebrities,\u201d Daisy exclaimed."""
1860,6,"""\u201cI liked that man\u2014what was his name?\u2014with the sort of blue nose.\u201d"""
1861,6,"""Gatsby identified him, adding that he was a small producer."""
1862,6,"""\u201cWell, I liked him anyhow.\u201d"""
1863,6,"""\u201cI\u2019d a little rather not be the polo player,\u201d said Tom pleasantly, \u201cI\u2019d rather look at all these famous people in\u2014in oblivion.\u201d"""
1864,6,"""Daisy and Gatsby danced."""
1865,6,"""I remember being surprised by his graceful, conservative foxtrot\u2014I had never seen him dance before."""
1866,6,"""Then they sauntered over to my house and sat on the steps for half an hour, while at her request I remained watchfully in the garden."""
1867,6,"""\u201cIn case there\u2019s a fire or a flood,\u201d she explained, \u201cor any act of God.\u201d"""
1868,6,"""Tom appeared from his oblivion as we were sitting down to supper together."""
1869,6,"""\u201cDo you mind if I eat with some people over here?\u201d"""
1870,6,"""he said."""
1871,6,"""\u201cA fellow\u2019s getting off some funny stuff.\u201d"""
